Identifiant,Titre,Latitude,Longitude,Prix nuitee,Commune,Departement,Type de propriete,Id. type de logement,Type de logement,Capacite d'accueil,Nombre de salles de bain,Nombre de chambres,Nombre de lits,Type de lit,Cuisine,Internet,Television,Produits de base,Shampooing,Chauffage,Climatisation,Machine a laver,Seche-linge,Parking gratuit sur place,Internet sans fil,Television par cable,Petit dejeuner,Animaux acceptes,Pour familles/enfants,Adapte aux evenements,Logement fumeur,Acces handicapes,Ascenseur,Cheminee d'interieur,Interphone,Portier,Piscine,Jacuzzi,Salle de sport,Entree dans les lieux 24h/24,Cintres,Fer a repasser,Seche-cheveux,Espace de travail pour ordinateur,Detecteur de fumee,Detecteur de monoxyde,Kit de premiers secours,Fiche securite,Extincteur,Porte de la chambre avec verrou,Reduction a la semaine,Reduction au mois,Surcout par voyageur supplementaire,Frais de menage,Caution,Duree minimale du sejour,Animal sur place,Conditions d'annulation,Disponible
563352,<!-- react-text: 236 -->Le Loft du Vieux-Port tres central<!-- /react-text -->,43.2914620830102,5.36741055149939,338,MARSEILLE,13,Loft,3,Logement entier,8,2,3,4,,X,X,X,X,,X,X,,,,X,X,,X,X,,,,,,X,,,,,,X,,X,X,X,,,X,X,,25,25,0,50,650,1,Dog(s) et cat(s),,True
"565294,""<!-- react-text: 193 -->Haussmanien 180m² Plein centre, Clim A/C<!-- /react-text -->"",43.2988052263304,5.38006133166959,166,MARSEILLE,13,Appartement,3,Logement entier,9,2,3,6,,X,X,X,X,,X,X,X,X,X,X,,,,X,,,,X,,X,,,,,X,X,X,X,X,X,X,X,,,,10,10,20,60,500,5,,,True"
567828,<!-- react-text: 193 -->Cabanon Vallon des Auffes Marseille<!-- /react-text -->,43.2856079805723,5.35127874739438,42,MARSEILLE,13,Maison,3,Logement entier,2,1,1,1,Canape convertible,X,,X,X,,X,,,,,,,,,,,,,,,,,,,,X,,X,X,,X,,,,,,14,14,0,24,150,3,,,True
569372,<!-- react-text: 236 -->Mini Studio dans jardin en ville<!-- /react-text -->,43.3018865350343,5.39144892519151,50,MARSEILLE,13,Appartement,2,Chambre privee,2,1,1,1,,X,X,,,,X,,,,,X,,,,,,,,,,X,,,,,,X,,,,X,,,,,,0,0,0,0,0,3,,,True
572165,<!-- react-text: 236 -->Appartement design a 5m Vieux Port<!-- /react-text -->,43.3005971045616,5.38348424960263,59,MARSEILLE,13,Appartement,3,Logement entier,3,1,2,1,Vrai lit,X,,,X,,X,,X,,,X,,,,X,,,,X,,,,,,,,X,X,,X,X,,,,,,12,12,0,40,0,1,,,True
572745,<!-- react-text: 236 -->Panorama unique sur Notre Dame<!-- /react-text -->,43.2880999976957,5.39034523746842,70,MARSEILLE,13,Appartement,3,Logement entier,2,1,1,1,Vrai lit,X,X,,X,,X,,X,,,X,,,,,,,,X,,X,,,,,,X,X,,,X,,,,,,10,10,0,40,600,2,,,True
"586377,""Vieux Port, le Panier L&#x27,aPARtement"",43.2983785261601,5.36791368147976,85,MARSEILLE,13,Appartement,3,Logement entier,3,1,1,1,Vrai lit,X,X,X,X,,X,,X,X,,X,X,,X,X,,,,,,X,,,,,,X,,X,X,X,,X,,,,0,0,10,20,0,1,,,True"
587565,<!-- react-text: 193 -->Un petit nid situe au cœur du Ville<!-- /react-text -->,43.2991277886101,5.36939761345704,75,MARSEILLE,13,Appartement,3,Logement entier,3,1,0,1,Vrai lit,X,X,X,X,,X,,X,,,X,X,,X,,,,,,,X,,,,,,X,X,X,X,X,,,,X,,14,14,15,20,450,5,,,True
595853,Climatise 15 mn a pied Vieux Port et Panier,43.3048812354811,5.37051558040838,49,MARSEILLE,13,Appartement,3,Logement entier,5,1,2,0,,X,X,,X,,X,X,X,,,X,,,,X,,,,,,,,,,,,X,X,X,X,X,X,,,,,11,30,10,15,400,3,,,False
596615,<!-- react-text: 236 -->Petite villa design 200m du tramway<!-- /react-text -->,43.2924811195675,5.43168673432463,78,MARSEILLE,13,Villa,3,Logement entier,5,1,1,3,,X,X,X,X,,X,X,X,,X,X,,,,X,,,,,,X,,X,,,,X,X,X,X,X,,,,X,,0,0,20,40,400,2,,,True
597985,Appartement 3 etoiles Vieux port,43.2933138766512,5.37578288543361,90,MARSEILLE,13,Appartement,3,Logement entier,2,1,1,0,Vrai lit,X,X,X,,,X,X,X,,,X,X,,,X,,,,,,X,,,,,,,,,,,,,,,,0,20,0,50,0,3,,,False
602561,<!-- react-text: 193 -->Appartement vue mer et jardins<!-- /react-text -->,43.2893974883038,5.36728598615551,55,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,4,,X,X,,X,,X,,X,,,X,,,X,X,,,,,,X,,,,,,,,,,X,,,,,,10,10,7,0,200,2,,,True
604034,<!-- react-text: 236 -->Appartement  13 Cantons - Marseille<!-- /react-text -->,43.2991077844492,5.36627739345157,70,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,2,,X,X,X,,,X,,,,,X,,,X,X,,,,,,X,,,,,,X,X,X,,X,,,,,,0,0,0,0,300,2,,,True
604095,Duplex vue sur Palais Longchamp - Marseille,43.3033804830513,5.39341457056504,70,MARSEILLE,13,Appartement,3,Logement entier,4,1,2,4,,X,X,X,,,X,,X,,,X,,,,X,,,,,,X,,,,,,,,X,,X,,,,,,0,0,0,0,300,2,,,True
609883,Havre de paix au coeur de Marseille,43.2787611180466,5.38804116763634,39,MARSEILLE,13,Appartement,3,Logement entier,3,1,1,0,,X,X,X,X,,X,X,X,,,X,X,,X,X,,,X,X,,X,,,,,,X,X,X,X,X,X,,,,,15,23,10,30,500,13,Certains animaux,,False
612709,Beautiful room with private balcony,43.2957650139565,5.38579222157928,25,MARSEILLE,13,Appartement,2,Chambre privee,2,1,1,2,,X,X,X,X,,X,,X,,,X,,,,,,,,,,X,,,,,,,,,,X,,,,,,0,0,10,15,200,3,,,True
622376,<!-- react-text: 236 -->Beau T3 Timone tres bien equipe  (1 a 5 p.)<!-- /react-text -->,43.2915775190448,5.4078910255827,43,MARSEILLE,13,Appartement,3,Logement entier,5,1,2,3,,X,,X,X,,X,,,,,X,,,,X,,,,,,,,,,,,X,,X,X,X,,,X,,,13,13,10,35,350,1,,,True
624405,<!-- react-text: 236 -->typique marseillais<!-- /react-text -->,43.3032343579991,5.39003527038,65,MARSEILLE,13,Appartement,3,Logement entier,4,1,2,3,,X,X,,X,,X,,X,X,,X,,,,X,,,,,,X,,,,,,,X,X,X,X,,,,,,20,20,0,20,0,2,,,True
"641903,""<!-- react-text: 193 -->Appartement entier, Notre Dame / Vieux Port<!-- /react-text -->"",43.2842635650492,5.37428334525622,40,MARSEILLE,13,Appartement,3,Logement entier,3,1,1,1,Vrai lit,X,X,X,X,,X,X,X,,,X,,,,X,,,,,,X,,,,,,,,,,X,,,,,,13,13,10,0,300,3,,,True"
653478,<!-- react-text: 193 -->Cabanon studio independant au calme<!-- /react-text -->,43.3078214475478,5.44918712131492,40,MARSEILLE,13,Maison,3,Logement entier,2,1,1,2,,X,X,,,,X,,,,X,,,,X,X,,,,,,X,,,,,,,,,,,,,,,,14,14,0,25,0,1,,,True
655152,<!-- react-text: 236 -->Joli appt a  5 min du Vieux-Port<!-- /react-text -->,43.3006331739032,5.37862460638758,55,MARSEILLE,13,Appartement,3,Logement entier,2,1,1,1,Vrai lit,X,X,X,X,,X,X,X,X,,X,,,,X,,,,,,X,,,,,,,X,X,X,X,,,,,,9,9,0,40,300,3,,,True
"658472,""<!-- react-text: 236 -->Petit loft 30m² atypique, fonctionnel, ravissant !<!-- /react-text -->"",43.2986685939544,5.36533412282677,42,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,1,,X,X,X,X,,X,,X,X,,X,,,,X,X,,,,,X,,,,,,X,X,X,X,X,,,,,,10,10,0,35,300,1,,,True"
661997,<!-- react-text: 193 -->Charmant studio avec jardin prive<!-- /react-text -->,43.2612767603166,5.38966894396376,45,MARSEILLE,13,Maison,3,Logement entier,2,1,1,1,Canape convertible,X,X,X,X,,X,X,,,X,X,X,,X,,,,,,,X,,,,,X,X,X,X,X,X,X,,,,,14,14,0,25,100,3,,,True
668760,Studio design centre Marseille,43.2923072016587,5.3812584355958,48,MARSEILLE,13,Appartement,3,Logement entier,2,1,1,0,Canape convertible,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,42,0,0,350,5,,,False
669080,<!-- react-text: 193 -->HYPER CENTRE STUDIO AU VIEUX PORT<!-- /react-text -->,43.2973454713454,5.37292760311783,55,MARSEILLE,13,Appartement,3,Logement entier,2,1,1,1,Vrai lit,X,,X,X,,X,,,,,X,,,X,X,,,,X,,,,,,,X,X,X,X,X,X,X,,,,,9,9,0,35,200,5,,,True
"669447,""<!-- react-text: 193 -->Charmant T2 ,2e et. au Panier, wifi<!-- /react-text -->"",43.2971606510201,5.36708528535506,40,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,1,Vrai lit,X,,X,X,,X,X,X,X,,X,,,,X,,,,,,,,,,,,X,X,X,,X,X,,X,,,0,0,0,35,300,1,,,True"
"669716,""<!-- react-text: 236 -->Grand studio, au coeur du Panier<!-- /react-text -->"",43.2985783396931,5.36739335894199,45,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,2,,X,,X,X,,X,X,X,X,,X,,,,X,,,,,,,,,,,,,X,X,,X,,,,,,0,0,0,35,300,1,,,True"
"669798,""<!-- react-text: 236 -->Charmant T2, 3e et. coeur du Panier<!-- /react-text -->"",43.2971288840299,5.3666197712328,45,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,1,Vrai lit,X,,X,X,,X,X,X,X,,X,,,,X,X,,,,,,,,,,,X,X,X,,X,,,,,,0,0,0,35,300,1,,,True"
674190,Au coeur de la ville : Castellane,43.2856410952152,5.38387906428457,42,MARSEILLE,13,Appartement,2,Chambre privee,2,1,1,0,Vrai lit,X,X,X,,,X,X,X,X,,X,X,,,,,,,X,,,,,,,,,,,,,,,,,,15,25,0,10,280,1,,,False
675207,<!-- react-text: 193 -->Spacious Luxury Apartment on Water<!-- /react-text -->,43.2917865095834,5.36881794567566,280,MARSEILLE,13,Appartement,3,Logement entier,8,3,3,6,,X,X,X,X,,X,X,X,X,,X,X,,,X,,,,,,X,,,,,,X,X,X,X,X,,,,,,5,5,50,60,800,2,,,True
679582,<!-- react-text: 236 -->Terrasse au coeur de Marseille<!-- /react-text -->,43.2963845179318,5.37907990555017,35,MARSEILLE,13,Appartement,3,Logement entier,4,1,2,2,,X,X,,,,X,,X,,,X,,,,X,X,,,,X,X,,,,,,,,,,,,,,,,0,0,0,0,500,15,Cat(s),,True
688380,<!-- react-text: 236 -->Petit loft terrasse vieux port<!-- /react-text -->,43.2829801080478,5.36861622557311,65,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,2,,X,X,X,X,,X,X,X,,,X,X,,X,X,X,,,,,X,,,,,,X,X,X,,,,,,,,10,10,0,15,150,2,,,True
694487,<!-- react-text: 236 -->Loft en plein centre ville<!-- /react-text -->,43.3023712348195,5.37272948990264,50,MARSEILLE,13,Loft,2,Chambre privee,4,1,1,2,,X,X,X,X,,X,,X,,,X,,X,,X,,,X,,,X,,,,,,,,,,,,,,,,10,10,25,40,700,2,,,True
695217,<!-- react-text: 193 -->Super loft en plein centre ville<!-- /react-text -->,43.2754921759846,5.3949804401486,76,MARSEILLE,13,Loft,3,Logement entier,6,1,2,3,,X,X,X,X,,X,,X,,,X,X,X,,X,,,X,,,X,,,,,,X,X,X,X,,,,,,,5,5,20,45,600,2,,,True
696675,appartement Malmousque vue mer !,43.2811092709678,5.34786370871007,103,MARSEILLE,13,Appartement,3,Logement entier,4,1,2,2,,X,X,X,X,,X,,X,,X,X,X,,,X,,,,,,X,,,,,,X,X,X,X,X,X,X,,,,0,0,0,50,500,5,,,True
696676,Studio charme duplex,43.2694637615665,5.33634739586924,49,MARSEILLE,13,Appartement,3,Logement entier,2,1,0,0,Vrai lit,X,,,X,,X,,X,,X,X,,,,X,,,,,,,,,,,,X,X,X,,X,,X,,,,10,20,0,30,300,5,,,True
696706,<!-- react-text: 193 -->COSY ET CONFORT AU COURS JULIEN<!-- /react-text -->,43.2961209243703,5.38535862641788,80,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,2,,X,X,X,X,,X,,X,,,X,X,,,X,,,,,,X,,,,,,X,X,X,,,,,,,,5,5,5,45,150,4,,,True
698151,<!-- react-text: 236 -->chambre calme et vue sur les toits<!-- /react-text -->,43.3005965562958,5.38580690626004,35,MARSEILLE,13,Appartement,2,Chambre privee,1,1,1,1,Vrai lit,X,X,,X,,X,,,,,X,,X,,,,,,X,X,X,,,,,,,,X,X,X,X,,,X,,14,14,0,10,350,2,,,True
700726,<!-- react-text: 236 -->Great room PERFECT for Euro 2016<!-- /react-text -->,43.2681249149626,5.39051649786138,35,MARSEILLE,13,Appartement,2,Chambre privee,1,1,1,1,Vrai lit,X,X,,,,X,,X,,X,X,X,,,,,,,X,,X,,,,,,X,X,X,,,,,,,,0,0,0,0,0,1,,,True
703579,bel apt vue mer exceptionnelle,43.2810782961598,5.35558898596567,300,MARSEILLE,13,Appartement,3,Logement entier,4,1,2,0,,X,X,X,X,,X,X,X,X,X,X,X,X,,X,X,,X,X,,X,,,,,X,,X,X,X,X,,,,,,1,0,0,100,1501,3,,,False
705298,<!-- react-text: 193 -->Appartement Cote Calanques luxe <!-- /react-text -->,43.279856173523,5.38433865182825,70,MARSEILLE,13,Appartement,3,Logement entier,3,1,1,2,Vrai lit,X,X,X,X,,X,X,X,,,X,X,,X,,,,,,X,X,,,,,X,X,X,X,X,X,X,,,,,0,0,40,20,500,2,,,True
708968,<!-- react-text: 236 -->maison 25 m² + grande piscine + jardin<!-- /react-text -->,43.249322343457,5.38517731994989,90,MARSEILLE,13,Maison,3,Logement entier,4,1,1,2,,X,X,X,X,,,,,,X,X,X,,X,X,X,,,,,X,,X,,,,X,X,X,X,X,,,,,,8,8,0,30,0,3,,,True
713138,<!-- react-text: 193 -->5mn a pieds : Vieux Port ou plage ?<!-- /react-text -->,43.2902803667402,5.36027754261318,60,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,3,,X,,X,X,,X,,X,,X,,,,,X,,,,X,,,,,,,,,,,,,,,,,,17,17,10,20,0,2,,,True
718008,Studio 2/4p WIFI vacances Marseille,43.2934158111646,5.38715379029291,50,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,1,Vrai lit,X,X,X,X,,X,,X,,,X,,,,X,,,,,,X,,,,,,X,X,,X,,,,,,,0,0,0,50,300,7,,,True
719502,Chambre,43.3579118449999,5.35739719667052,40,MARSEILLE,13,Appartement,2,Chambre privee,4,1,1,0,,X,X,,X,,X,,X,,X,X,,X,,,,,X,X,,X,,,,,,X,X,X,X,,,,,,,25,40,20,0,0,1,,,True
"728417,""Appart. Central &quot,Family friendly&quot,"",43.2951247824223,5.38090221101849,54,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,2,,X,X,X,X,,X,,X,,,X,X,,,X,,,,,,X,,,,,,,X,X,X,,,,,,,0,0,15,0,180,1,,Moderees,False"
735069,<!-- react-text: 193 -->appartement -  jardin ile du frioul<!-- /react-text -->,43.2786469155364,5.30698493934697,100,MARSEILLE,13,Appartement,3,Logement entier,4,1,2,2,,X,,X,,,X,X,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,0,0,0,50,300,2,,,True
737319,<!-- react-text: 236 -->Charme**Calme** Balcon et Soleil**<!-- /react-text -->,43.2950430914834,5.40335370921694,50,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,1,Vrai lit,X,X,X,X,,X,,X,,,X,,,,X,,,X,X,,X,,,,,,X,X,X,,,,,,,,15,15,20,30,150,2,,,True
740943,T1 meuble marseille 9e prox cassis,43.24733930816,5.45549309391115,53,MARSEILLE,13,Maison,2,Chambre privee,2,1,1,0,Canape convertible,X,,X,,,X,,X,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,6,61,0,0,0,7,,,True
741023,T1/2 meuble Marseille 6e vacances,43.2910699292089,5.38735523067924,65,MARSEILLE,13,Appartement,3,Logement entier,5,1,1,1,Vrai lit,X,,X,,,X,,X,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,,,True
752169,Vivre a la marseillaise,43.2978457271011,5.3675958407195,51,MARSEILLE,13,Appartement,3,Logement entier,3,1,1,0,,X,X,X,X,,X,,X,,,X,,,,,,,,,,X,,,,,,X,X,X,,X,,X,,,,14,0,10,25,300,3,,,False
758086,<!-- react-text: 193 -->Studio chic a 100m du vieux port  !<!-- /react-text -->,43.2940920518247,5.37701873263245,35,MARSEILLE,13,Appartement,3,Logement entier,2,1,1,1,Canape,X,X,X,X,,X,,X,X,,X,,,,X,,,,,,X,,,,,,,X,X,,X,X,,,X,,10,10,0,25,0,2,,,True
758541,<!-- react-text: 193 -->Maison sur les toits centre ville<!-- /react-text -->,43.3038486753617,5.39017523117453,110,MARSEILLE,13,Appartement,3,Logement entier,4,1,2,2,,X,X,X,X,,X,,X,,,X,,,,,,,,X,,X,,,,,,X,X,X,,X,,,,,,10,10,0,25,500,2,,,True
760544,<!-- react-text: 236 -->Beau T3 dans quartier createurs <!-- /react-text -->,43.2953457431149,5.38580813230859,50,MARSEILLE,13,Appartement,3,Logement entier,6,1,2,3,,X,X,X,X,,X,,X,,,X,X,,X,X,,,,,,X,,,,,,,X,X,,X,,X,,,,20,20,10,25,250,2,,,True
763755,30m² plage des Catalans. Corniche.,43.288923694162,5.35747972234739,35,MARSEILLE,13,Appartement,3,Logement entier,2,1,1,1,Canape,X,X,X,X,,X,,X,,,X,,,,,,,,X,,X,,,,,X,X,X,X,X,X,X,,,,,0,0,15,0,750,2,,,True
764293,maison avec jardin paysage/piscine,43.2449672566696,5.42260191204414,219,MARSEILLE,13,Maison,3,Logement entier,4,1,3,0,,X,X,X,X,,X,,X,,X,X,,,,X,,,,,,X,,X,,,,X,X,X,X,X,X,,,,,0,0,8,24,500,7,,,False
764953,Studio quartier residentiel-Piscine,43.3012614012708,5.42165067762876,39,MARSEILLE,13,Villa,3,Logement entier,2,1,1,0,Vrai lit,X,X,X,,,X,X,X,X,X,X,X,,X,X,,,,,,,,X,,,,,,,,X,,X,X,X,,15,42,15,50,500,3,,,False
765933,BEAU T2 FACE FACE AU PORT,43.3609474345384,5.31258206538849,44,MARSEILLE,13,Appartement,3,Logement entier,2,1,1,0,Vrai lit,X,,X,X,,X,,X,,X,,,,,,,,,,,X,,,,,,X,,,,X,,,,,,15,30,20,0,350,2,,,False
769222,studio entre olivier et palmier,43.3288511737244,5.42785999505458,40,MARSEILLE,13,Appartement,3,Logement entier,2,1,1,0,Canape convertible,X,X,X,X,,X,X,X,,X,X,X,X,X,X,,,X,,,,,,,,,,,,,X,,,,,,11,51,0,15,0,3,,,False
"773599,""L&#x27,Appartement, Chambre d&#x27,Art - Port"",43.2901613383303,5.37537725753005,170,MARSEILLE,13,Appartement,3,Logement entier,2,1,1,1,Vrai lit,X,X,X,X,,X,X,,,,X,,,,X,,,,,X,X,,,,,,X,X,X,X,,,X,X,X,,0,0,0,0,0,2,,,True"
774651,<!-- react-text: 236 -->Studio Marseille Vieux Port<!-- /react-text -->,43.2965238262803,5.37238204671342,50,MARSEILLE,13,Appartement,3,Logement entier,2,1,1,1,Vrai lit,X,X,X,,,X,X,,,,X,,,,,,,,X,,X,,,,,,,,,,X,,,,,,8,8,0,0,300,3,,,True
779523,Bel appartement silencieux en cv,43.2862207581451,5.38709886470828,124,MARSEILLE,13,Appartement,3,Logement entier,7,1,2,0,,X,X,,X,,X,X,X,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,0,0,10,0,300,3,,,False
783420,T2 DESIGN EN CENTRE VILLE - VAUBAN,43.2837957510631,5.37554500675186,95,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,0,,X,,X,,,X,,X,X,,X,X,X,,,,,,,,X,,,,,,,X,X,X,,,,,,,5,53,10,30,500,4,,,True
"785307,""<!-- react-text: 236 -->CHAMBRE D&#x27,HOTES MARSEILLE CENTRE<!-- /react-text -->"",43.2725165204601,5.38285480114455,65,MARSEILLE,13,Bed & Breakfast,2,Chambre privee,2,1,1,1,Vrai lit,,,,X,,X,,,,,X,,X,,X,,,,,,,,,,,,,,,,,,,,,,22,22,0,0,0,1,Some pet(s),,True"
785612,<!-- react-text: 236 -->Bonheur  Vacances  Mer  Plages<!-- /react-text -->,43.268628421883,5.37858240852541,386,MARSEILLE,13,Villa,3,Logement entier,6,2,3,3,,X,X,X,,,X,,X,,X,X,,,X,X,,,,,,X,,X,,,,,,,,X,,,,,,0,0,0,50,1000,7,,,True
788285,*Vieux Port T3 Appartement 72 M2*,43.2955204951635,5.37598800581136,65,MARSEILLE,13,Appartement,3,Logement entier,6,1,2,3,,X,,,X,,X,,X,X,,X,,,,X,,,,,,,,,,,,,X,X,X,,X,,,,,0,0,10,35,0,2,,,True
"791339,""Marseille 8e Appart design vue mer,"",43.2466907207402,5.37573648721332,79,MARSEILLE,13,Appartement,3,Logement entier,4,1,2,0,,X,,X,,,X,X,X,X,X,X,,,,X,,,,,,X,,,,,,X,X,X,,,,,,,,0,0,0,40,400,5,,,False"
792368,T2 meuble marseille 5e calme + park,43.2871472511947,5.39370152666818,50,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,1,Vrai lit,X,,X,,,,,X,,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,0,0,0,50,300,7,,,True
796766,<!-- react-text: 236 -->Loft terrasse au coeur de Marseille<!-- /react-text -->,43.2959700202415,5.38594345807687,70,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,1,Vrai lit,X,X,,X,,X,,X,,,X,,,,,,,,,,X,,,,,,X,X,X,X,,,,,,,0,0,0,30,300,3,,,True
800651,Appartement centre ville WIFI/AC,43.2903685544391,5.3778198657645,78,MARSEILLE,13,Appartement,3,Logement entier,3,1,1,0,,X,,X,X,,X,X,,,,X,,,,X,,,,X,,,,,,,,,,,,,,,,,,4,36,20,0,300,2,,,False
801078,Ilot de verdure avec terrasse! Quartier tres calme,43.2837821261886,5.36041610519417,71,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,0,,X,X,X,X,,X,X,X,,,X,X,,X,X,X,,X,,,X,,,,,,X,X,X,X,X,,,,,,0,34,10,45,500,4,,,False
801090,IRINA Superbe vue avec terrasse vue sur Vieux Port,43.2967966316354,5.37069924927592,71,MARSEILLE,13,Appartement,3,Logement entier,4,1,0,0,,X,X,X,X,,X,,X,,,X,X,,,X,X,,,X,,X,,,,,,X,X,X,X,,,,,,,18,48,0,35,500,5,,,False
"806645,""<!-- react-text: 236 -->villa avec piscine, vue mer, prox.V-Port et plages<!-- /react-text -->"",43.2811009220538,5.36200398804324,500,MARSEILLE,13,Villa,3,Logement entier,12,3,5,8,,X,X,X,,,X,X,X,X,X,X,,,X,X,,,,,,X,X,X,,,,X,X,X,X,,,,,,,0,0,0,100,2000,3,,,True"
"807361,""<!-- react-text: 193 -->CHAMBRES D&#x27,HOTES CENTRE MARSEILLE  <!-- /react-text -->"",43.2714736443475,5.38501504026175,65,MARSEILLE,13,Bed & Breakfast,2,Chambre privee,2,1,1,2,,,,,X,,X,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,22,22,0,0,0,1,,,True"
807385,Nid douillet,43.2876916664831,5.36744868623829,53,MARSEILLE,13,Appartement,3,Logement entier,3,5,0,1,,X,,X,X,,,,X,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,0,0,15,30,400,2,,Flexibles,False
808127,<!-- react-text: 193 -->Beau T4 neuf prox Calanques / Stade<!-- /react-text -->,43.2359925590635,5.40204531929683,185,MARSEILLE,13,Appartement,3,Logement entier,5,1,3,3,,X,X,X,,,X,,X,,X,X,,X,,X,,,X,X,,X,,,,,,,,,,,,,,,,10,10,0,0,200,1,,,True
809217,Villa avec Jardin proche de la Mer,43.2648985933872,5.40610861826657,80,MARSEILLE,13,Maison,3,Logement entier,2,1,1,0,Vrai lit,X,X,X,X,,X,,X,,X,X,,,,X,,,,,,,,,,,,X,X,X,,X,,,,,,0,30,0,60,500,3,,,False
810810,<!-- react-text: 193 -->Vue panoramique mer a 500m + Pkg<!-- /react-text -->,43.2556466151058,5.38189589459394,55,MARSEILLE,13,Appartement,2,Chambre privee,2,15,1,1,Vrai lit,X,X,X,X,,X,,,,X,X,X,X,,X,,,,,,X,,,,,,X,X,X,,X,,X,,,,0,0,0,0,0,2,,,True
813090,<!-- react-text: 193 -->MARSEILLE CENTRE GRAND APPARTEMENT <!-- /react-text -->,43.2948437869356,5.38782609643866,100,MARSEILLE,13,Appartement,3,Logement entier,5,1,3,3,,X,,X,X,,X,,X,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,0,0,10,40,200,7,,,True
813911,Maison d'architecte  en Provence,43.2355903682482,5.40648880560417,233,MARSEILLE,13,Maison,3,Logement entier,6,2,3,0,,X,,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,0,0,0,84,1402,3,,,True
815985,Grand appartement pour vos vacances,43.2950701459376,5.40519533128926,90,MARSEILLE,13,Appartement,3,Logement entier,6,1,3,3,,X,X,X,,,X,X,X,,,X,X,,,X,,,,X,,X,,,,,X,X,X,X,X,X,X,,,,,0,0,0,20,500,2,,,True
"817534,""<!-- react-text: 236 -->T2 de charme, terrasse, a Marseille<!-- /react-text -->"",43.2881287643843,5.38166457298356,90,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,1,Vrai lit,X,X,X,X,,X,X,X,,,X,X,,,,,,,,,X,,,,,X,X,X,X,X,X,X,,X,,,18,18,20,0,350,1,,,True"
818086,Air conditioned appartement,43.2988381282663,5.38725701019408,60,MARSEILLE,13,Appartement,3,Logement entier,2,1,1,0,Vrai lit,X,X,X,X,,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,0,0,250,3,,,False
831404,<!-- react-text: 193 -->Au Vieux Panier & sa Terrasse<!-- /react-text -->,43.2996133695123,5.3693433673058,79,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,1,Vrai lit,X,X,X,X,,X,,X,,,X,,,,X,,,,,,X,,,,,,X,X,X,,,,X,,X,,13,13,6,23,300,2,,,True
833363,125 m2 charme design,43.3013345761707,5.38304319471686,96,MARSEILLE,13,Appartement,3,Logement entier,4,2,2,0,,X,,X,,,X,,X,X,,X,,,X,X,X,,,,X,X,,,,,,,X,X,X,,,,,,,15,30,10,15,0,1,,,False
836537,Marseille : Plage et centre a 10 mn,43.2864289426452,5.36000077174131,55,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,2,,X,,X,,,X,,X,,X,X,,,,X,,,,,,X,,,,,,X,X,,,,X,,,,,0,0,5,20,500,3,,Strictes,True
843185,Vaste T3 meuble - Parc Longchamp,43.3002173757863,5.38699439822733,70,MARSEILLE,13,Appartement,3,Logement entier,4,1,2,2,,X,,,,,X,,X,,,X,,,,,,,,,,,,,,,,,X,X,X,,,,,,,0,0,0,30,400,2,,,True
844788,<!-- react-text: 236 -->Fully equipped / Vieux-Port / MuCEM<!-- /react-text -->,43.2987099070622,5.36674751479325,36,MARSEILLE,13,Appartement,3,Logement entier,2,1,1,1,Vrai lit,X,X,,X,,X,,X,,,X,X,,,,,,,,,X,,,,,,X,X,,X,X,,,,,,8,8,5,20,300,10,,,True
845299,<!-- react-text: 193 -->Un logis sympa entre mer et ville..<!-- /react-text -->,43.2824759108311,5.36098968415437,40,MARSEILLE,13,Appartement,3,Logement entier,2,1,1,2,Vrai lit,X,X,X,X,,X,,X,,,X,,,,X,,,,,,X,,,,,,X,X,X,X,X,X,,X,,,0,0,0,0,0,1,,,True
